,0
2998,0
2999,1
3000,1
3001,1
3002,0
3003,1
3004,1
3005,0
3006,0
3007,0
3008,0
3009,0
3010,1
3011,1
3012,0
3013,1
3014,0
3015,1
3016,1
3017,0
3018,1
3019,1
3020,1
3021,1
3022,0
3023,1
3024,1
3025,1
3026,1
3027,0
3028,1
3029,1
3030,0
3031,0
3032,1
3033,1
3034,1
3035,0
3036,1
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,0
3045,0
3046,1
3047,0
3048,0
3049,1
3050,1
3051,1
3052,0
3053,0
3054,1
3055,0
3056,0
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,1
3064,0
3065,1
3066,1
3067,1
3068,0
3069,1
3070,0
3071,0
3072,0
3073,1
3074,1
3075,1
3076,0
3077,1
3078,0
3079,0
3080,1
3081,0
3082,1
3083,1
3084,0
3085,0
3086,0
3087,1
3088,1
3089,1
3090,0
3091,0
3092,1
3093,1
3094,0
3095,0
3096,1
3097,0
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,0
3105,1
3106,0
3107,1
3108,0
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,0
3116,0
3117,0
3118,1
3119,0
3120,1
3121,0
3122,1
3123,1
3124,0
3125,0
3126,0
3127,1
3128,0
3129,1
3130,0
3131,1
3132,0
3133,0
3134,1
3135,0
3136,1
3137,0
3138,1
3139,0
3140,1
3141,1
3142,0
3143,1
3144,0
3145,0
3146,1
3147,0
3148,1
3149,0
3150,1
3151,0
3152,1
3153,0
3154,1
3155,0
3156,0
3157,0
3158,1
3159,1
3160,0
3161,1
3162,0
3163,0
3164,0
3165,1
3166,0
3167,0
3168,0
3169,1
3170,0
3171,0
3172,0
3173,1
3174,1
3175,0
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,0
3184,0
3185,1
3186,1
3187,1
3188,1
3189,0
3190,1
3191,0
3192,1
3193,1
3194,1
3195,0
3196,0
3197,1
3198,1
3199,0
3200,0
3201,0
3202,0
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,0
3211,1
3212,0
3213,1
3214,0
3215,1
3216,0
3217,0
3218,1
3219,0
3220,0
3221,1
3222,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,1
3229,0
3230,0
3231,1
3232,0
3233,0
3234,0
3235,0
3236,0
3237,1
3238,1
3239,1
3240,1
3241,1
3242,0
3243,1
3244,1
3245,1
3246,0
3247,1
3248,1
3249,0
3250,1
3251,0
3252,0
3253,1
3254,0
3255,0
3256,0
3257,1
3258,1
3259,0
3260,1
3261,0
3262,1
3263,1
3264,0
3265,0
3266,1
3267,0
3268,0
3269,0
3270,1
3271,1
3272,0
3273,0
3274,0
3275,0
3276,0
3277,0
3278,0
3279,0
3280,1
3281,0
3282,0
3283,1
3284,1
3285,0
3286,1
3287,1
3288,1
3289,0
3290,1
3291,1
3292,0
3293,1
3294,0
3295,1
3296,1
3297,1
3298,0
3299,1
3300,0
3301,1
3302,1
3303,1
3304,0
3305,1
3306,0
3307,0
3308,0
3309,1
3310,0
3311,0
3312,0
3313,1
3314,0
3315,1
3316,0
3317,1
3318,1
3319,1
3320,1
3321,1
3322,0
3323,1
3324,1
3325,1
3326,0
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,1
3334,0
3335,1
3336,0
3337,1
3338,0
3339,0
3340,0
3341,0
3342,0
3343,1
3344,1
3345,1
3346,1
3347,1
3348,0
3349,0
3350,1
3351,0
3352,1
3353,1
3354,0
3355,0
3356,0
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,0
3364,1
3365,0
3366,0
3367,0
3368,0
3369,1
3370,1
3371,0
3372,1
3373,1
3374,0
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,0
3382,1
3383,1
3384,1
3385,1
3386,0
3387,1
3388,1
3389,1
3390,0
3391,0
3392,1
3393,0
3394,0
3395,0
3396,0
3397,0
3398,1
3399,0
3400,0
3401,0
3402,1
3403,1
3404,0
3405,0
3406,1
3407,0
3408,1
3409,1
3410,1
3411,0
3412,0
3413,0
3414,0
3415,0
3416,1
3417,1
3418,1
3419,1
3420,0
3421,1
3422,1
3423,0
3424,1
3425,1
3426,1
3427,0
3428,1
3429,0
3430,1
3431,1
3432,0
3433,0
3434,1
3435,0
3436,1
3437,0
3438,1
3439,0
3440,0
3441,0
3442,0
3443,1
3444,1
3445,1
3446,1
3447,1
3448,1
3449,1
3450,0
3451,0
3452,0
3453,1
3454,0
3455,0
3456,0
3457,0
3458,0
3459,1
3460,0
3461,0
3462,0
3463,0
3464,1
3465,1
3466,0
3467,1
3468,1
3469,1
3470,1
3471,0
3472,1
3473,0
3474,0
3475,0
3476,1
3477,0
3478,0
3479,1
3480,1
3481,1
3482,1
3483,0
3484,1
3485,0
3486,0
3487,1
3488,1
3489,1
3490,1
3491,1
3492,0
3493,0
3494,1
3495,0
3496,1
3497,1
3498,1
3499,0
3500,0
3501,1
3502,1
3503,0
3504,0
3505,1
3506,1
3507,0
3508,0
3509,1
3510,0
3511,1
3512,1
3513,0
3514,0
3515,0
3516,1
3517,1
3518,1
3519,1
3520,0
3521,1
3522,0
3523,0
3524,0
3525,0
3526,1
3527,0
3528,1
3529,1
3530,0
3531,0
3532,0
3533,0
3534,1
3535,1
3536,0
3537,0
3538,1
